Page,Route,Slide / section,Source paragraph,Source heading,Source body,Source CTA / links,Treatment,Current representation,Not reproduced verbatim by standard renderer,Stored in pages.json,Implementation file
58,/legal/acceptable-use,SECTION 3,2074,AI and Automation,"Do not use AI or automation to bypass safeguards, manipulate people, misuse sensitive information, or carry out prohibited activity.",,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"AI and Automation
Do not use AI or automation to bypass safeguards, manipulate people, misuse sensitive information, or carry out prohibited activity.",Yes,src/pages/ContentPage.tsx
58,/legal/acceptable-use,SECTION 4,2077,Organizational Data and Access,Use organizational information only within the permissions and responsibilities granted to you.,,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"Organizational Data and Access
Use organizational information only within the permissions and responsibilities granted to you.",Yes,src/pages/ContentPage.tsx
58,/legal/acceptable-use,SECTION 5,2080,Enforcement,"Suspected misuse may be investigated and may lead to restriction, suspension, termination, reporting, or appeal processes as applicable.",,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"Enforcement
Suspected misuse may be investigated and may lead to restriction, suspension, termination, reporting, or appeal processes as applicable.",Yes,src/pages/ContentPage.tsx
59,/legal/dpa,HERO,2090,Data Processing Addendum,This addendum defines applicable data-processing obligations for eligible business customers.,,Title retained; body replaced,Data Processing Addendum — generic availability description.,This addendum defines applicable data-processing obligations for eligible business customers.,Yes,src/pages/ContentPage.tsx
59,/legal/dpa,SECTION 2,2093,Roles and Instructions,"The addendum defines controller and processor roles, permitted instructions, and the scope of processing.",,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"Roles and Instructions
The addendum defines controller and processor roles, permitted instructions, and the scope of processing.",Yes,src/pages/ContentPage.tsx
59,/legal/dpa,SECTION 3,2096,Confidentiality and Security,The addendum sets contractual requirements for confidentiality and applicable technical and organizational security measures.,,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"Confidentiality and Security
The addendum sets contractual requirements for confidentiality and applicable technical and organizational security measures.",Yes,src/pages/ContentPage.tsx
59,/legal/dpa,SECTION 4,2099,Subprocessors,"The addendum describes subprocessors, notification arrangements, responsibilities, and applicable objection mechanisms.",,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"Subprocessors
The addendum describes subprocessors, notification arrangements, responsibilities, and applicable objection mechanisms.",Yes,src/pages/ContentPage.tsx
59,/legal/dpa,SECTION 5,2102,Rights and Incident Assistance,The addendum covers assistance with applicable data-subject requests and security-incident obligations.,,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"Rights and Incident Assistance
The addendum covers assistance with applicable data-subject requests and security-incident obligations.",Yes,src/pages/ContentPage.tsx
59,/legal/dpa,SECTION 6,2105,"Transfers, Return, and Deletion","The addendum covers applicable transfer mechanisms, data return, deletion, and retention requirements.",,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"Transfers, Return, and Deletion
The addendum covers applicable transfer mechanisms, data return, deletion, and retention requirements.",Yes,src/pages/ContentPage.tsx
59,/legal/dpa,SECTION 7,2108,Audit and Processing Details,"The addendum includes applicable audit rights and annexes describing processing scope, categories, purposes, and safeguards.",,Replaced by availability copy,No section-specific content displayed. Shared availability panel and working-feature list instead.,"Audit and Processing Details
The addendum includes applicable audit rights and annexes describing processing scope, categories, purposes, and safeguards.",Yes,src/pages/ContentPage.tsx
60,/accessibility,HERO,2117,Designed for More People to Use.,LAMID ONE aims to provide an accessible experience across devices and interaction modes.,CTA: Contact Accessibility,Verbatim extract,Designed for More People to Use. | LAMID ONE aims to provide an accessible experience across devices and interaction modes.,,Yes,src/pages/ContentPage.tsx
60,/accessibility,SECTION 2,2121,Keyboard and Assistive Technology,"LAMID ONE is designed to support keyboard navigation, semantic structure, accessible names, and compatible assistive-technology use.",,Verbatim extract,"Keyboard and Assistive Technology | LAMID ONE is designed to support keyboard navigation, semantic structure, accessible names, and compatible assistive-technology use.",,Yes,src/pages/ContentPage.tsx
60,/accessibility,SECTION 3,2124,Visual Accessibility,"Readable hierarchy, sufficient contrast, visible focus states, responsive text, and status communication support clearer use across visual needs.",,Verbatim extract,"Visual Accessibility | Readable hierarchy, sufficient contrast, visible focus states, responsive text, and status communication support clearer use across visual needs.",,Yes,src/pages/ContentPage.tsx
